time,Elec_unit_cost_buy,Elec_unit_cost_sell,Flex_unit_cost_down_com,Flex_unit_cost_down_exec,Flex_unit_cost_up_com,Flex_unit_cost_up_exec
2019-01-02 06:30:00,0.03743,0.03743,0.0093575,0.5,0.0093575,0.5
2019-01-02 06:45:00,0.03743,0.03743,0.0093575,0.5,0.0093575,0.5
2019-01-02 07:00:00,0.048060001,0.048060001,0.01201500025,0.5,0.01201500025,0.5
2019-01-02 07:15:00,0.048060001,0.048060001,0.01201500025,0.5,0.01201500025,0.5
2019-01-02 07:30:00,0.048060001,0.048060001,0.01201500025,0.5,0.01201500025,0.5
2019-01-02 07:45:00,0.048060001,0.048060001,0.01201500025,0.5,0.01201500025,0.5
2019-01-02 08:00:00,0.050740002,0.050740002,0.0126850005,0.5,0.0126850005,0.5
2019-01-02 08:15:00,0.050740002,0.050740002,0.0126850005,0.5,0.0126850005,0.5
2019-01-02 08:30:00,0.050740002,0.050740002,0.0126850005,0.5,0.0126850005,0.5
2019-01-02 08:45:00,0.050740002,0.050740002,0.0126850005,0.5,0.0126850005,0.5
2019-01-02 09:00:00,0.048110001,0.048110001,0.01202750025,0.5,0.01202750025,0.5
2019-01-02 09:15:00,0.048110001,0.048110001,0.01202750025,0.5,0.01202750025,0.5
2019-01-02 09:30:00,0.048110001,0.048110001,0.01202750025,0.5,0.01202750025,0.5
2019-01-02 09:45:00,0.048110001,0.048110001,0.01202750025,0.5,0.01202750025,0.5
2019-01-02 10:00:00,0.04866,0.04866,0.012165,0.5,0.012165,0.5
2019-01-02 10:15:00,0.04866,0.04866,0.012165,0.5,0.012165,0.5
2019-01-02 10:30:00,0.04866,0.04866,0.012165,0.5,0.012165,0.5
2019-01-02 10:45:00,0.04866,0.04866,0.012165,0.5,0.012165,0.5
2019-01-02 11:00:00,0.049939999,0.049939999,0.01248499975,0.5,0.01248499975,0.5
2019-01-02 11:15:00,0.049939999,0.049939999,0.01248499975,0.5,0.01248499975,0.5
2019-01-02 11:30:00,0.049939999,0.049939999,0.01248499975,0.5,0.01248499975,0.5
2019-01-02 11:45:00,0.049939999,0.049939999,0.01248499975,0.5,0.01248499975,0.5
2019-01-02 12:00:00,0.047259998,0.047259998,0.0118149995,0.5,0.0118149995,0.5
2019-01-02 12:15:00,0.047259998,0.047259998,0.0118149995,0.5,0.0118149995,0.5
2019-01-02 12:30:00,0.047259998,0.047259998,0.0118149995,0.5,0.0118149995,0.5
2019-01-02 12:45:00,0.047259998,0.047259998,0.0118149995,0.5,0.0118149995,0.5
2019-01-02 13:00:00,0.05093,0.05093,0.0127325,0.5,0.0127325,0.5
2019-01-02 13:15:00,0.05093,0.05093,0.0127325,0.5,0.0127325,0.5
2019-01-02 13:30:00,0.05093,0.05093,0.0127325,0.5,0.0127325,0.5
2019-01-02 13:45:00,0.05093,0.05093,0.0127325,0.5,0.0127325,0.5
2019-01-02 14:00:00,0.052380001,0.052380001,0.01309500025,0.5,0.01309500025,0.5
