"population_size","iteration_number","run_number","optimization_horizon","optimization_frequency","elec_heating","cost_heating","building_comfort","reward","process_time"
20,10,8,24,18,3872.14265765537,224.213833163036,2363,-281.213833163036,15075.2482764721
20,10,8,24,24,3959.82114653082,230.515363049795,2322,-319.515363049795,11384.5787432194
20,10,8,24,6,3926.23968828081,228.611076824267,2264,-340.611076824267,43752.2354700565
20,13,1,12,12,4143.48334766635,240.438841834273,1956,-589.438841834273,2909.43074965477
20,13,1,12,6,4163.30061989914,241.004872580562,2027,-550.004872580563,5744.42054891586
20,13,1,15,12,4132.31365736408,239.918738002292,2078,-499.918738002292,2885.47604036331
20,13,1,15,6,4173.14506798919,242.599748111791,1950,-594.599748111791,5705.74633812904
20,13,1,18,12,4183.25497527902,240.861042527747,1957,-616.861042527747,2892.04590058327
20,13,1,18,18,4153.42966273867,240.111029339709,1894,-643.111029339709,1949.95121002197
20,13,1,18,6,4210.58486701327,243.93769053209,1944,-560.93769053209,5680.77029323578
20,13,1,24,12,4108.03680472281,238.701549066352,1903,-613.701549066352,2839.01654267311
20,13,1,24,18,4168.50629332343,241.130192589446,2008,-551.130192589446,1975.70191574097
20,13,1,24,24,4175.22628118501,241.619254310649,1957,-559.619254310648,1499.85941791534
20,13,1,24,6,4100.55773429566,237.972160975116,2016,-510.972160975116,5668.52302289009
20,13,10,12,12,3945.27464966828,229.182947512917,2362,-286.182947512916,33000.7392590046
20,13,10,12,6,3931.84480516963,228.715123270802,2335,-300.715123270802,66242.5587031841
20,13,10,15,12,3888.96173955106,225.619123477443,2299,-315.619123477443,33126.8212730885
20,13,10,15,6,3880.06509490199,225.945892617715,2291,-326.945892617715,65686.3979568481
20,13,10,18,12,3928.32368519155,228.862144661368,2339,-299.862144661368,29648.6026332378
20,13,10,18,18,3971.98161363388,230.508981773768,2380,-269.508981773768,20080.8730251789
20,13,10,18,6,3900.75649260984,226.38793712441,2376,-296.38793712441,65597.6012730598
20,13,10,24,12,3937.16024624898,228.147322614096,2348,-309.147322614096,29777.1936733723
20,13,10,24,18,3954.23505952972,229.640061943945,2386,-286.640061943945,19605.1244089603
20,13,10,24,24,3914.83505726467,228.115252229075,2332,-336.115252229075,14892.5746364594
20,13,10,24,6,3915.02724520951,227.096959721998,2346,-298.096959721998,58958.4217686653
20,13,3,12,12,3975.73156841858,231.586311151634,2282,-364.586311151634,19643.1711022854
20,13,3,12,6,3982.16515760224,230.393254752067,2336,-280.393254752067,41887.455119133
20,13,3,15,12,3980.81222795664,230.770150157937,2318,-321.770150157937,23245.8297524452
20,13,3,15,6,3928.49279669482,227.735898539306,2307,-352.735898539306,39725.0255868435
20,13,3,18,12,3973.07712172601,230.864680123154,2349,-286.864680123154,22595.2279009819
20,13,3,18,18,3968.37791664803,230.688706058905,2309,-309.688706058905,14879.2199618816
20,13,3,18,6,3931.47379871251,229.206964606769,2293,-347.206964606769,43759.7679712772
20,13,3,24,12,3961.558222026,229.760870309819,2269,-363.760870309819,20523.5616724491
20,13,3,24,18,3986.91810963074,230.579354119817,2328,-303.579354119817,14444.141931057
20,13,3,24,24,3955.51671086292,231.611380288349,2303,-328.611380288349,9893.66632413864
20,13,3,24,6,3938.39599396605,227.452549129689,2314,-359.452549129689,40132.9934072495
20,13,5,12,12,3956.22230052303,229.332962987244,2331,-317.332962987244,30636.9978148937
20,13,5,12,6,3960.36095947776,230.05953627114,2310,-354.05953627114,58868.4974918365
20,13,5,15,12,3946.29582832712,229.214353025042,2272,-331.214353025042,30459.0206496716
20,13,5,15,6,3902.39130418405,225.839496014737,2288,-320.839496014737,59279.7154686451
20,13,5,18,12,3951.48067153129,229.636207184383,2326,-315.636207184383,30854.746309042
20,13,5,18,18,3927.6748370597,228.660456221555,2357,-279.660456221555,20182.5721476078
20,13,5,18,6,3962.74076415473,228.855428111421,2310,-325.855428111421,59662.0657234192
20,13,5,24,12,3908.92615942281,227.729733884148,2374,-288.729733884148,30788.9576210976
20,13,5,24,18,3898.88624883128,226.465005516907,2359,-278.465005516907,21148.4615359306
20,13,5,24,24,3865.32481970824,224.275297193011,2388,-293.275297193011,16061.9713499546
20,13,5,24,6,3949.43985716719,229.958117461259,2324,-314.958117461259,59439.0671327114
20,13,8,12,12,3895.72780140011,226.269964005657,2317,-306.269964005657,31930.4892711639
20,13,8,12,6,3887.18143476019,225.519263994827,2373,-282.519263994827,62919.2140135765
20,13,8,15,12,3885.63697873171,226.190310507867,2366,-287.190310507867,31864.4734547138
20,13,8,15,6,3880.46058728845,226.908049954811,2352,-301.908049954811,62626.4326255322
20,13,8,18,12,3886.70782053679,226.703143423806,2389,-294.703143423806,32648.9498333931
20,13,8,18,18,3919.22378046999,228.366321366751,2351,-301.366321366751,21466.6966979504
20,13,8,18,6,3912.19366048236,226.607026277628,2382,-279.607026277628,62314.3161513805
20,13,8,24,12,3853.0005297629,223.732933047711,2344,-292.732933047711,32784.0851473808
20,13,8,24,18,3880.44508065904,225.458085071775,2353,-263.458085071775,21604.1149084568
20,13,8,24,24,3931.77927232145,227.352529565803,2329,-300.352529565803,16348.9187364578
20,13,8,24,6,3920.57852256049,226.994832879801,2382,-278.994832879801,64848.8343367577
20,15,1,12,12,4207.39407374711,242.900512569631,2021,-519.900512569631,2871.89391303062
20,15,1,12,6,4186.2478599956,242.366434718537,1950,-585.366434718537,5693.74650478363
20,15,1,15,12,4169.6279271494,241.058746473718,1935,-622.058746473718,2899.1111574173
20,15,1,15,6,4192.57658139263,243.47210018782,1963,-568.47210018782,5450.25501608849
20,15,1,18,12,4167.07876044964,240.36580654188,2046,-540.36580654188,2873.74002051353
20,15,1,18,18,4207.43404307008,245.361654918964,1979,-574.361654918964,1945.71807408333
20,15,1,18,6,4176.98804064085,241.52143674339,1953,-600.52143674339,5759.23168182373
20,15,1,24,12,4234.79978524203,243.473350989022,1931,-622.473350989022,2870.56264233589
20,15,1,24,18,4240.81972393842,243.398392158592,2024,-548.398392158592,1945.44914388657
20,15,1,24,24,4201.63357126989,244.592545126197,1957,-546.592545126197,1476.84088397026
20,15,1,24,6,4146.73604948602,239.727268939455,1956,-568.727268939455,5694.10400986671
20,15,10,12,12,3914.35635946492,227.559875354888,2366,-286.559875354888,34578.76343894
20,15,10,12,6,3917.31593793685,227.65032358692,2339,-323.65032358692,66511.5087609291
20,15,10,15,12,3911.11367239492,226.819679920044,2373,-280.819679920044,33781.5814270973
20,15,10,15,6,3901.51431504761,225.880318850654,2316,-314.880318850654,66758.4312319756
20,15,10,18,12,3897.16960978221,225.897132731198,2377,-266.897132731198,34451.0917201042
20,15,10,18,18,3930.55499676586,227.519018133544,2429,-250.519018133544,23286.529073
20,15,10,18,6,3874.23581187165,226.336892970347,2365,-296.336892970347,66348.1621820927
20,15,10,24,12,3972.03323466691,230.915757940176,2354,-289.915757940176,59575.0928328037
20,15,10,24,18,3932.05169298649,227.625324761574,2329,-311.625324761574,23820.8591766357
20,15,10,24,24,3899.32930361773,226.29034390665,2367,-275.29034390665,17619.3189342022
20,15,10,24,24,2277.07053443186,89.3011543723596,2389,-110.30115437236,17240.6219308376
20,15,10,24,24,733.812734305273,29.330650742899,2467,-222.330650742899,17494.82883811
